probe_id	chromosome	position	VALUE
ID_1168_RP11_489A11	16	21470032	0.0082
ID_1169_RP11_494J4	Y	15571550	0.3729
ID_1170_RP11_506H20	5	55331810	-0.0588
ID_1171_RP11_548B6	16	23748908	0.0966
ID_1172_RP11_559D11	2	32488205	0.0869
ID_1173_RP11_567A12	5	118029725	-0.2428
ID_1174_RP11_34O18	14	39914546	-0.0654
ID_1175_RP11_259K15	14	36157207	-0.0258
ID_1176_CTB_133C10	5	140236554	0.1439
ID_1177_CTB_184C17	11	65148536	0.0739
ID_1178_CTC_246B18	19	39357079	0.2519
ID_1179_CTC_425H14	5	103006637	-0.1471
ID_1180_CTC_444N24	2	189246443	0.0299
ID_1181_CTC_461G12	5	119682781	-0.0468
ID_1182_CTD_2068C11	5	100562334	-0.1924
ID_1183_CTD_2185H17	5	143264208	0.0462
ID_1184_CTD_2265D9	5	2594713	0.1132
ID_1185_CTD_2579N5	19	22887802	-0.0458
ID_1186_CTD_3138B18	19	58313217	0.2806
ID_1187_RP11_244J10	12	80136208	0.0436
ID_1188_RP11_250H22	2	133401433	0.0246
ID_1189_RP11_258N2	4	80450442	-0.1211
ID_1190_RP11_260K3	1	99515154	-0.1498
ID_1191_RP11_262D22	2	17047022	0.1826
ID_1192_RP11_268B20	11	91441313	-0.2208
ID_1193_RP11_269A14	3	137122878	-0.1388
ID_1194_RP11_270I3	4	11112237	-0.1201
ID_1195_RP11_283E7	17	68860334	0.0559
ID_1196_RP11_285A1	15	78095905	-0.0771
ID_1197_RP11_27M24	16	10513252	0.2086
ID_1198_RP11_28I2	8	126582545	-0.0571
ID_1199_RP11_30F7	6	161403353	-0.1968
ID_1200_RP11_44M6	7	100520607	0.6082
ID_1201_RP11_45B19	8	134577299	0.0536
ID_1202_RP11_45I24	3	179747461	-0.0534
ID_1203_RP11_49I4	3	101866411	-0.2181
ID_1204_RP11_50I19	12	31957544	0.1699
ID_1205_RP11_51M18	8	83389411	-0.2194
ID_1206_RP11_2E17	15	80197610	-0.0334
ID_1207_RP11_2I8	2	166040373	-0.1031
ID_1208_RP11_2K12	12	92368522	0.0142
ID_1209_RP11_4F22	17	66349746	0.0466
ID_1210_RP11_4N23	12	13529994	-0.0774
ID_1211_RP11_5L1	16	46557746	1.0649
ID_1212_RP11_9A4	11	57436923	0.1826
ID_1213_RP11_9O10	2	77930778	-0.0331
ID_1214_RP11_10G10	8	100274004	-0.0521
ID_1215_RP11_11P11	5	121780359	-0.1301
ID_1216_RP11_12J3	4	54042967	-0.1088
ID_1217_RP11_12M21	2	139139658	0.0012
ID_1218_RP11_195F19	9	34737687	0.0742
ID_1219_RP11_243E12	7	37906110	0.1889
ID_1220_RP11_290L7	9	39090809	-0.1994
ID_1221_RP11_744K17	17	22446235	-0.0924
ID_1222_RP11_371N6	7	135428364	0.1076
ID_1223_RP11_373G23	2	102820644	0.0109
ID_1224_RP11_376O14	7	120357664	0.0419
ID_1225_RP11_384C21	11	59485132	0.0899
ID_1226_RP11_388G12	12	32597257	-0.0001
ID_1227_RP11_389K20	2	52059136	-0.0201
ID_1228_RP11_396I22	4	180161194	-0.2064
ID_1229_RP11_397K17	4	83574188	-0.0494
ID_1230_RP11_400D2	4	134411820	-0.1198
ID_1231_RP11_414D7	4	120089386	-0.1754
ID_1232_RP11_183M3	4	68096556	-0.2051
ID_1233_RP11_197O4	19	10358042	0.2982
ID_1234_RP11_245L6	5	5896622	-0.0844
ID_1235_RP11_256K9	Y	20652081	0.1262
ID_1236_RP11_264E11	4	155560755	-0.0694
ID_1237_RP11_312B18	17	53680898	-0.0344
ID_1238_RP11_318G8	12	25431475	-0.0494
ID_1239_RP11_365N19	14	102863608	0.0276
ID_1240_RP11_388F14	17	13470144	-0.0711
ID_1241_RP11_394L10	19	55798236	0.0666
ID_1242_RP11_419H23	2	231215338	0.1329
ID_1243_RP11_419P8	18	2582768	0.0236
ID_1244_RP11_421F9	3	25535894	-0.1568
ID_1245_RP11_427F22	2	214233878	-0.0038
ID_1246_RP11_432I21	17	38476133	0.1956
ID_1247_RP11_433P17	16	3481708	-0.0548
ID_1248_RP11_438P8	4	103214399	-0.0104
ID_1249_RP11_440L13	4	166774520	0.0162
ID_1250_RP11_442C9	3	81678551	-0.0988
ID_1251_RP11_451F20	4	183305698	-0.0544
ID_1252_RP11_457D20	16	60293604	-0.1534
ID_1253_RP11_457P23	2	229814411	0.1569
ID_1254_RP1_50A12	21	21030067	-0.0888
ID_1255_RP1_152M24	21	15975591	-0.0608
ID_1256_RP1_265B9	21	41344355	0.0866
ID_1257_RP1_118J21	1	39841719	0.0229
ID_1258_RP1_138O23	15	90529756	-0.0088
ID_1259_RP3_324O17	20	31528651	0.1912
ID_1260_RP5_1049G16	20	47627270	-0.1748
ID_1261_RP6_13I1	X	109659471	-0.0921
ID_1262_RP11_748M14	18	47887080	0.0646
ID_1263_RP11_804L21	11	69872782	0.2596
ID_1264_CTC_1554D6	5	112794802	-0.1464
ID_1265_CTD_2057D4	19	29842704	0.1219
ID_1266_RP11_57C19	9	130691876	0.0266
ID_1267_RP11_382H18	9	115371050	-0.0271
ID_1268_RP11_13C13	12	10162872	-0.0074
ID_1269_RP11_13L22	18	62675505	0.1546
ID_1270_RP11_14I2	3	183702047	-0.1098
ID_1271_RP11_35A5	8	60845193	-0.0004
ID_1272_RP11_35G9	18	57579434	0.0746
ID_1273_RP11_36B15	4	37594604	-0.0801
ID_1274_RP11_73F12	3	119946797	-0.0784
ID_1275_RP11_98I12	8	36463175	-0.1684
ID_1276_RP11_129K12	3	36934987	-0.0668
ID_1277_RP11_231D20	8	42262753	0.1472
ID_1278_RP11_264F23	12	4278830	0.2252
ID_1279_RP11_300I6	11	69719263	0.0366
ID_1280_RP11_376M2	17	42918127	0.2339
ID_1281_RP11_420M12	1	45197693	0.0512
ID_1282_RP11_435O5	9	95466002	-0.0488
ID_1283_RP11_533L22	7	85349822	-0.0191
ID_1284_RP11_575G1	7	82068903	0.1456
ID_1285_RP5_1015O24	7	155600162	0.2892
ID_1286_RP1_98O22	5	138394885	0.1896
ID_1287_RP1_162E17	17	19345201	0.1466
ID_1288_RP4_550A13	7	99349236	0.3269
ID_1289_RP5_843B9	17	46069657	0.1316
ID_1290_RP5_1043H15	17	53182426	-0.0601
ID_1291_RP5_1078A23	7	88380059	0.1699
ID_1292_RP5_991G20	16	72795831	0.0649
ID_1293_RP5_1096D14	12	1985814	0.2456
ID_1294_RP5_1178G13	7	40527667	0.0802
ID_1295_RP11_201J10	2	57057760	-0.0531
ID_1296_RP11_202M19	11	34000190	0.0259
ID_1297_RP11_204H9	4	64402110	-0.1494
ID_1298_RP11_209H16	2	131110430	-0.0828
ID_1299_RP11_211G17	4	66577814	-0.2241
ID_1300_RP11_212D19	11	114433579	-0.3934
ID_1301_RP11_220C23	11	41030988	-0.1114
ID_1302_RP11_221G19	7	134821704	0.2749
ID_1303_RP11_226E22	3	26783906	-0.1408
ID_1304_RP11_232J12	15	53656326	-0.4101
ID_1305_RP11_235I18	3	141956432	0.0352
ID_1306_RP11_238A9	3	4555051	-0.0721
ID_1307_RP11_329A2	3	7643691	-0.1848
ID_1308_RP11_330O19	14	26108698	-0.1921
ID_1309_RP11_333I7	9	94661407	-0.0074
ID_1310_RP11_340L13	11	131685991	-0.1964
ID_1311_RP11_342K10	8	56934923	-0.0694
ID_1312_RP11_344B7	18	5362432	0.0349
ID_1313_RP11_352J11	2	2317333	0.0862
ID_1314_RP11_354H17	4	188896479	-0.1348
ID_1315_RP11_355L4	4	56995140	-0.0111
ID_1316_RP11_362A1	12	81982561	-0.1208
ID_1317_RP11_364G22	11	5862701	-0.0268
ID_1320_RP11_664L1	14	75992332	0.1129
ID_1325_RP11_300A10	10	121509433	-0.0138
ID_1326_RP11_106K4	13	36526016	-0.1321
ID_1328_RP11_338N10	1	7759894	-0.0374
ID_1329_RP11_132G19	1	21801656	0.0972
ID_1330_RP11_84A19	1	31799619	0.1702
ID_1331_RP11_37M11	1	59772249	-0.0578
ID_1332_RP11_175G14	1	71772945	-0.0608
ID_1333_RP11_306I4	1	77622351	-0.3724
ID_1334_RP11_202K23	1	102198474	-0.2058
ID_1335_RP11_284N8	1	110649738	0.0712
ID_1336_RP11_27K13	1	116971714	0.0192
ID_1337_RP11_190A12	1	159815488	0.0949
ID_1338_RP11_541J2	1	164301555	-0.1601
ID_1339_RP11_415M14	1	176141700	-0.0748
ID_1340_RP1_232N11	20	42674528	-0.1798
ID_1341_RP3_337O18	20	45870640	0.0039
ID_1342_RP4_599I11	20	4772954	-0.1151
ID_1343_RP5_827E24	20	61474365	-0.1274
ID_1344_RP5_994O24	20	51488681	-0.0548
ID_1345_RP5_1027G4	20	19311150	-0.1014
ID_1346_CTA_250D10	22	41967208	0.0016
ID_1347_CTA_229A8	22	40640605	-0.1164
ID_1348_CTA_415G2	22	33034931	-0.1741
ID_1349_RP11_490C5	9	15320968	0.0432
ID_1350_RP11_509J21	9	3624915	-0.0348
ID_1351_RP11_534I8	9	113910632	0.0782
ID_1352_RP11_104O6	20	12643261	-0.3274
ID_1353_RP11_347D21	20	47995914	-0.0491
ID_1354_RP11_410N8	20	32553946	0.2456
ID_1355_RP11_58H17	X	49893252	-0.0438
ID_1356_RP11_156J23	X	93079912	-0.3068
ID_1357_RP11_217H19	X	80215201	0.0436
ID_1358_RP11_523P2	X	72329967	0.1402
ID_1359_RP13_34C21	X	63228870	-0.1004
ID_1360_RP13_166C10	X	91115899	-0.1338
ID_1361_RP11_87F15	4	176356698	-0.2201
ID_1362_RP11_88D10	4	106699632	-0.2581
ID_1363_RP11_88K4	7	137005152	0.1069
ID_1364_RP11_90N16	12	107263028	-0.0018
ID_1365_RP11_91J3	4	187441425	-0.2254
ID_1366_RP11_91O5	3	135414244	-0.1158
ID_1367_RP11_97C16	3	1415568	-0.2911
ID_1368_RP11_99C10	11	99024245	0.0546
ID_1369_RP11_100C21	7	42722863	0.2516
ID_1370_RP11_105N14	2	213220695	-0.0644
ID_1371_RP11_106O22	11	126685938	-0.1674
ID_1372_RP11_107P10	11	112509767	-0.4038
ID_1373_RP11_552K17	1	196326049	-0.1751
ID_1374_RP11_469A15	1	200395925	-0.1224
ID_1375_RP11_563I16	1	204514778	0.1682
ID_1376_RP11_308L13	1	221634611	-0.0511
ID_1377_RP11_100E13	1	224590297	0.0569
ID_1378_RP11_99J16	1	230854943	0.0662
ID_1379_RP11_426E5	10	112208683	-0.0128
ID_1380_RP11_430K23	10	55366229	-0.1448
ID_1381_RP11_463P17	10	47359686	0.0322
ID_1382_RP11_619F23	10	77459135	0.0289
ID_1383_RP11_730A19	10	13074587	-0.0148
ID_1384_RP13_355A21	10	27709585	-0.2991
ID_1385_RP11_551D18	2	223445476	0.0346
ID_1386_RP11_553A10	3	110855087	-0.2354
ID_1387_RP11_554O1	3	54686608	-0.0564
ID_1388_RP11_563B11	18	78928294	0.0936
ID_1389_RP11_565J15	14	46512734	0.0219
ID_1390_RP11_576I16	2	162199985	-0.0228
ID_1391_RP11_25F24	21	23277392	-0.0801
ID_1392_RP11_49B5	21	20096059	-0.1748
ID_1393_RP11_178H12	21	46271631	0.1409
ID_1394_RP11_572N15	6	95858007	-0.3171
ID_1395_RP11_692C10	6	131057619	-0.1558
ID_1396_RP11_351J23	6	167741646	0.0329
ID_1397_RP11_86O4	6	143169846	-0.0584
ID_1398_RP11_98I9	6	99427831	0.0666
ID_1399_RP11_150A6	6	29332689	-0.1128
ID_1400_RP11_320C15	6	6781275	0.1652
ID_1401_RP11_347H8	6	101652294	-0.2401
ID_1402_RP11_379B8	6	81830400	-0.4641
ID_1403_RP11_533O20	6	42009319	0.0412
ID_1404_RP11_266C7	6	158001794	0.1486
ID_1405_RP11_538A16	6	92960256	-0.4081
ID_1406_RP6_22P16	X	67338149	-0.0901
ID_1407_RP6_198C21	X	133331832	0.1379
ID_1408_RP1_54B20	X	48012323	0.0789
ID_1409_RP1_308O1	X	42445200	-0.1054
ID_1410_RP3_324C6	X	142503176	-0.0481
ID_1411_RP3_368G6	X	121585895	-0.0948
ID_1412_RP4_583H20	X	71483373	0.0282
ID_1413_RP4_689N3	X	46811073	0.0339
ID_1414_RP5_879N19	X	43656738	-0.0318
ID_1415_RP3_353E16	22	27884041	-0.1391
ID_1416_RP3_398C22	22	45724690	-0.1094
ID_1417_RP1_32B1	6	135206812	0.0219
ID_1418_RP1_63I5	6	152005198	-0.1471
ID_1419_RP1_94G16	6	117537938	-0.4084
ID_1420_RP1_278E11	6	39952133	0.0342
ID_1421_RP3_336G18	6	156607500	-0.0054
ID_1422_RP3_365E2	6	14496760	-0.3354
ID_1423_RP3_471D13	6	163924641	0.0326
ID_1424_RP5_1077I5	6	32375532	0.0322
ID_1425_RP1_66H9	6	154927260	0.1956
ID_1426_RP3_323K23	6	131792563	-0.1731
ID_1427_RP3_383B8	6	115016403	-0.3708
ID_1428_RP3_448K1	6	106511784	-0.3214
ID_1429_RP11_8B23	9	90085743	-0.0364
ID_1430_RP11_19J3	9	92563656	-0.1268
ID_1431_RP11_23B15	9	97862111	-0.0184
ID_1432_RP11_75J9	9	101759148	-0.1774
ID_1433_RP11_88M9	9	112792077	-0.1464
ID_1434_RP11_109D9	9	69737469	-0.2714
ID_1435_RP11_174K23	9	78781077	-0.1281
ID_1436_RP11_202G18	9	111202011	-0.2344
ID_1437_RP11_218I7	9	6080108	-0.0381
ID_1438_RP11_360A18	9	120025217	-0.0541
ID_1439_RP11_388N2	9	117540779	-0.3191
ID_1440_RP11_401G5	9	73866000	-0.2258
ID_1441_RP11_112J9	17	56650600	-0.0024
ID_1442_RP11_114I8	3	100354004	-0.1531
ID_1443_RP11_114O8	8	111101932	-0.0761
ID_1444_RP11_119J20	4	172167674	-0.0748
ID_1445_RP11_120I21	8	84153107	-0.1251
ID_1446_RP11_121L11	5	3439790	0.0006
ID_1447_RP11_129J10	3	5087748	0.0282
ID_1448_RP11_132E3	8	104228866	-0.0294
ID_1449_RP11_140C4	2	208222811	-0.1591
ID_1450_RP11_142I2	11	121500017	-0.0781
ID_1451_RP11_2E15	14	87374114	0.0256
ID_1452_RP11_3G13	5	97667470	-0.0958
ID_1453_RP11_5N18	7	108584483	0.0462
ID_1454_RP11_17J3	5	40161585	0.0896
ID_1455_RP11_19O2	5	16222945	-0.1168
ID_1456_RP11_21C17	8	69226504	-0.0514
ID_1457_RP11_44K6	8	39934425	-0.0618
ID_1458_RP11_53L13	5	32793775	0.0506
ID_1459_RP11_64K12	15	40314628	0.0409
ID_1460_RP11_101N13	7	94930417	0.0202
ID_1461_RP11_109F19	Y	7795898	0.3519
ID_1462_RP11_115D4	5	115158613	-0.0548
ID_1463_RP11_10M8	13	37746099	-0.2228
ID_1464_RP11_40A8	13	50928043	-0.0814
ID_1465_RP11_62D23	13	93866083	-0.0888
ID_1466_RP11_125I23	13	27454804	0.0336
ID_1467_RP11_141M1	13	33396933	-0.0024
ID_1468_RP11_184L18	13	70914870	-0.0834
ID_1469_RP11_279D17	13	99668176	-0.0294
ID_1470_RP11_310K10	13	61328665	-0.0571
ID_1471_RP11_332E3	13	75892624	-0.0761
ID_1472_RP11_421K11	13	81342749	-0.1584
ID_1473_RP11_442I9	13	99448325	0.0869
ID_1474_RP11_478H12	13	88496640	-0.0171
ID_1475_RP11_296G16	4	1185725	0.0709
ID_1476_RP11_315O17	14	87045565	0.0286
ID_1477_RP11_328M22	7	112930102	0.2262
ID_1478_RP11_463M14	9	99787155	-0.0558
ID_1479_RP11_23M2	3	197948565	-0.0188
ID_1480_RP11_84G22	8	105737707	-0.0988
ID_1481_RP11_126C19	7	118636841	0.0512
ID_1482_RP11_189H19	3	44636191	0.0602
ID_1483_RP11_54I20	X	153530277	0.3422
ID_1484_RP11_56G10	12	74584488	0.0396
ID_1485_RP11_58D2	3	115153266	-0.2148
ID_1486_RP11_62B7	4	181425343	-0.1761
ID_1487_RP11_62N12	X	4759427	0.0972
ID_1488_RP11_64K10	15	70614577	0.0182
ID_1489_RP11_70A1	15	36700902	-0.2741
ID_1490_RP11_71B7	2	94853490	0.0019
ID_1491_RP11_71H17	3	124791958	-0.0054
ID_1492_RP11_77N9	1	19467105	0.1636
ID_1493_RP11_79C12	3	67944424	-0.1678
ID_1494_RP11_80D24	3	17246822	-0.1368
ID_1495_RP11_18C24	12	120545075	0.2229
ID_1496_RP11_31I23	11	34957748	0.0056
ID_1497_RP11_44C2	5	12152972	-0.1188
ID_1498_RP11_107L23	7	75595318	0.5469
ID_1499_RP11_114H7	5	131000124	-0.0068
ID_1500_RP11_115P8	11	35756091	-0.0781
ID_1501_RP11_256P1	5	138422032	0.0616
ID_1502_RP11_277E18	12	7910184	0.0539
ID_1503_RP11_313H6	7	84086214	-0.0298
ID_1504_RP11_380G21	7	97847292	-0.0764
ID_1505_RP11_392P1	7	10432410	0.1116
ID_1506_RP11_425P5	7	6228163	0.3432
ID_1507_RP11_423F9	2	217330832	0.0962
ID_1508_RP11_17E16	8	129550847	0.3992
ID_1509_RP11_18M17	4	53564400	-0.0758
ID_1510_RP11_21C5	8	68459296	-0.1798
ID_1511_RP11_21G19	11	101950532	-0.2331
ID_1512_RP11_21K12	12	128811028	0.1302
ID_1513_RP11_24C3	3	48418360	0.2376
ID_1514_RP11_24I3	16	77849985	0.1382
ID_1515_RP11_149O3	2	227881408	-0.0544
ID_1516_RP11_151N17	15	44595408	-0.0424
ID_1517_RP11_152N21	3	69330505	-0.0078
ID_1518_RP11_158L12	12	125094723	0.2439
ID_1519_RP11_163G14	2	14550701	0.0879
ID_1520_RP11_164J13	15	42464715	-0.0944
ID_1521_RP11_168D12	14	41881869	-0.1421
ID_1522_RP11_168K9	11	127119223	-0.0944
ID_1523_RP11_169L20	2	24720216	0.1592
ID_1524_RP11_178A2	12	128790662	0.0979
ID_1525_RP11_178K17	3	189447147	-0.0068
ID_1526_RP11_180L13	1	165239294	0.0272
ID_1527_RP11_285K4	16	73785466	0.1449
ID_1528_RP11_287F9	4	175365884	0.0679
ID_1529_RP11_289D12	15	22971466	0.0126
ID_1530_RP11_298A10	7	143486648	0.4156
ID_1531_RP11_298I3	14	22992166	0.3099
ID_1532_RP11_304A10	7	9020340	0.1279
ID_1533_RP11_305A7	16	49710890	0.2596
ID_1534_RP11_308J14	18	8894566	0.1516
ID_1535_RP11_314N14	4	131629156	-0.3728
ID_1536_RP11_319E16	12	5184852	0.1252
ID_1544_RP11_454F13	11	94512580	-0.1884
ID_1545_RP11_113D13	1	39141089	0.1042
ID_1546_RP11_182I23	1	44280186	0.1719
ID_1547_RP11_428D12	1	48771869	0.0499
ID_1548_RP11_118B23	1	84572209	-0.1941
ID_1549_RP11_366L18	1	94427920	-0.0634
ID_1550_RP11_128G13	1	97742498	-0.1631
ID_1551_RP11_315I20	1	145996126	0.0579
ID_1552_RP11_98D18	1	153790661	0.2112
ID_1553_RP11_98F1	1	155259974	0.0366
ID_1554_RP11_538D16	1	182069321	0.0896
ID_1555_RP11_108M21	1	187292957	-0.1661
ID_1556_RP11_440G22	1	191995092	-0.0931
ID_1557_RP4_715N11	20	52723102	-0.1521
ID_1558_RP4_742J24	20	11967244	-0.1511
ID_1559_RP4_791K14	20	49410748	-0.0348
ID_1560_RP5_1107C24	20	61947193	0.1466
ID_1561_RP5_1185N5	20	50042235	0.0699
ID_1562_RP5_959I16	20	6351957	-0.2271
ID_1563_RP11_50L23	22	22804189	0.1706
ID_1564_CTA_125H2	22	25921490	-0.1788
ID_1565_RP11_547C13	9	99518588	-0.6926
ID_1566_RP11_632L2	13	93140300	-0.5228
ID_1567_RP13_379L11	20	58009383	-0.4314
ID_1568_RP11_274M8	X	97287986	-0.6148
ID_1569_RP11_387H19	X	146050831	-0.7668
ID_1570_RP11_446J19	X	69417068	0.0952
ID_1571_RP11_89D4	11	7423831	0.6612
ID_1572_RP11_89H15	17	64195753	0.1086
ID_1573_RP11_90E5	15	100123592	-0.3211
ID_1574_RP11_93I21	4	124451441	-0.5798
ID_1575_RP11_94D19	14	100842412	-0.1774
ID_1576_RP11_95E11	3	3202884	-0.2784
ID_1577_RP11_100P11	11	125298367	-0.0714
ID_1578_RP11_103J17	4	37078485	-0.2221
ID_1579_RP11_105B19	7	119290670	0.2399
ID_1580_RP11_108M12	14	57003699	-0.5354
ID_1581_RP11_110C15	3	185489695	-0.3004
ID_1582_RP11_111F10	3	155999233	-0.4451
ID_1583_RP11_59A2	1	208461010	-0.2828
ID_1584_RP11_434B7	1	213273867	0.0539
ID_1585_RP11_241C9	1	217149824	-0.5634
ID_1586_RP11_214M7	1	237404039	-0.0078
ID_1587_RP11_553N16	1	241873025	-0.4691
ID_1588_RP11_551G24	1	246972957	0.2222
ID_1589_RP11_478K18	10	107639980	-0.8608
ID_1590_RP11_532F4	10	50810160	-0.2164
ID_1591_RP11_548F5	10	53424606	-0.0488
ID_1592_CTB_164I22	10	37429207	0.1262
ID_1593_RP11_556L15	18	75001436	-0.0548
ID_1594_RP11_560C7	2	23014399	-0.2061
ID_1595_RP11_561B11	14	35391972	-0.2011
ID_1596_RP11_568N6	2	64500682	-0.5561
ID_1597_RP11_569P10	3	173260467	-0.3054
ID_1598_RP11_571N13	2	183846789	-0.3111
ID_1599_RP11_351D2	21	43394995	0.2179
ID_1600_RP11_102E10	21	36557021	-0.1064
ID_1601_RP11_410P24	21	32640288	-0.3181
ID_1602_RP11_13J16	6	1374120	0.2856
ID_1603_RP11_15N12	6	3436379	0.4329
ID_1604_RP11_33I5	6	22550158	-0.0081
ID_1605_RP11_199A24	6	58265179	0.1449
ID_1606_RP11_232H4	6	6254952	0.0622
ID_1607_RP11_289G11	6	25471777	0.6329
ID_1608_RP11_408C8	6	19023338	-0.1881
ID_1609_RP11_462G2	6	70394179	0.1282
ID_1610_RP11_524A17	6	126181869	0.0826
ID_1611_RP11_721G11	6	115807616	-0.1384
ID_1612_RP1_93I3	X	115596728	-0.1978
ID_1613_RP1_154J13	X	131487095	0.1762
ID_1614_RP1_196E23	X	136513062	0.5719
ID_1615_RP3_404F18	X	119484953	-0.5084
ID_1616_RP3_433G13	X	147611765	-0.0554
ID_1617_RP4_542O23	X	88612479	-0.9668
ID_1618_RP5_1109K10	X	84704033	-0.5311
ID_1619_RP4_539M6	22	30487429	-0.1881
ID_1620_RP4_542G16	10	7184851	-0.4544
ID_1621_RP1_136B1	6	2419575	-0.4161
ID_1622_RP1_159G19	X	123929818	0.1202
ID_1623_RP1_234P15	6	75244243	0.1029
ID_1624_RP3_429G5	6	108158093	-0.2698
ID_1625_RP3_470B24	6	167934433	0.2199
ID_1626_RP4_546K19	6	152798307	-0.0744
ID_1627_RP1_84N20	6	125102369	-1.8051
ID_1628_RP1_167P23	6	100915906	-0.2338
ID_1629_RP11_30L4	9	93531885	0.5469
ID_1630_RP11_48L13	9	29576164	-0.6394
ID_1631_RP11_66O21	9	75595364	-0.2981
ID_1632_RP11_125K10	9	4915764	-0.4198
ID_1633_RP11_143H20	9	131064871	0.3122
ID_1634_RP11_160D19	9	95674161	0.0909
ID_1635_RP11_269P11	9	125517962	-0.3921
ID_1636_RP11_280P22	9	86182991	0.6882
ID_1637_RP11_336N8	9	78125789	-0.5584
ID_1638_RP11_417B4	9	123748534	-0.4838
ID_1639_RP11_432M2	9	82264100	-0.1034
ID_1640_RP11_446F13	9	12320646	-0.0851
ID_1641_RP11_115G12	8	64389446	-0.1088
ID_1642_RP11_115N19	10	125004712	0.0479
ID_1643_RP11_118I2	18	77849835	-0.0144
ID_1644_RP11_122N14	X	31580626	-0.0558
ID_1645_RP11_123M6	14	100842410	0.1806
ID_1646_RP11_125M15	2	166980270	0.0142
ID_1647_RP11_134C18	3	36637000	-0.0341
ID_1648_RP11_136I14	11	115532864	-0.0758
ID_1649_RP11_138H18	14	37873547	-0.1664
ID_1650_RP11_147G6	11	64402064	0.0342
ID_1651_RP11_148K14	4	55361138	-0.0764
ID_1652_RP11_12H18	17	8647500	0.1606
ID_1653_RP11_14L4	5	123181201	-0.1011
ID_1654_RP11_16B11	5	60009719	-0.1714
ID_1655_RP11_23F11	2	199537608	0.0086
ID_1656_RP11_26B2	5	153274533	-0.1141
ID_1657_RP11_72L22	5	87090712	0.0186
ID_1658_RP11_92E1	18	11158257	0.0676
ID_1659_RP11_96H16	14	86541501	-0.1498
ID_1660_RP11_122L9	Y	4989404	-0.2174
ID_1661_RP11_127F21	15	82803491	0.1496
ID_1662_RP11_141I1	4	142768392	-0.1561
ID_1663_RP11_87G1	13	33461758	-0.0511
ID_1664_RP11_98D3	13	35523268	0.0269
ID_1665_RP11_117I13	13	42756169	0.0556
ID_1666_RP11_200F15	13	54282399	0.0259
ID_1667_RP11_234O23	13	62610908	-0.0221
ID_1668_RP11_255P5	13	102891372	-0.0448
ID_1669_RP11_366K1	13	86886361	-0.1474
ID_1670_RP11_384G23	13	53416955	-0.0134
ID_1671_RP11_394J19	13	74970595	-0.0891
ID_1672_RP11_516G5	13	56327692	-0.0448
ID_1673_RP11_538C21	13	58239804	-0.0491
ID_1674_RP11_562E17	13	104906753	-0.0754
ID_1675_RP11_311K2	3	136546728	-0.1514
ID_1676_RP11_387C17	17	72846362	0.0462
ID_1677_RP11_417P24	14	105814858	0.0876
ID_1678_RP11_481C4	17	51099542	0.0189
ID_1679_RP11_496C3	2	7480205	0.0916
ID_1680_RP11_17I10	7	106522085	0.1826
ID_1681_RP11_20N7	3	106451954	-0.1828
ID_1682_RP11_31O11	16	11930093	-1.2176
ID_1683_RP11_140H23	2	234911929	0.1186
ID_1684_RP11_144O23	12	10887968	0.0772
ID_1685_RP11_168K7	2	1716274	0.1296
ID_1686_RP11_247H16	2	15217667	0.2789
ID_1687_RP11_58O15	3	55692769	-0.0838
ID_1688_RP11_59L15	12	30428175	0.0239
ID_1689_RP11_60N3	X	5556801	-0.0704
ID_1690_RP11_65L3	2	178479820	-0.0124
ID_1691_RP11_67G7	2	182195725	-0.0928
ID_1692_RP11_68H18	12	118263957	-0.0478
ID_1693_RP11_72M5	8	118798320	-0.1541
ID_1694_RP11_74K11	12	94208543	0.1646
ID_1695_RP11_76H6	16	68452126	0.2222
ID_1696_RP11_82O18	16	14624992	0.0342
ID_1697_RP11_84C10	14	20924484	-0.0281
ID_1698_RP11_84H6	4	178338774	-0.2308
ID_1699_RP11_78O7	17	19837440	0.0782
ID_1700_RP11_89H19	12	47986985	-0.0324
ID_1701_RP11_164G17	14	71021584	-0.0738
ID_1702_RP11_195L14	7	12993191	0.0956
ID_1703_RP11_212B1	7	87513031	0.1649
ID_1704_RP11_320N7	12	4115370	-0.0238
ID_1705_RP11_333G13	7	101853088	0.3682
ID_1706_RP11_358M3	7	68126645	0.2312
ID_1707_RP11_452C13	7	157926729	0.3596
ID_1708_RP11_472K20	11	35754755	0.0626
ID_1709_RP11_509A1	21	20906657	-0.1321
ID_1710_RP11_15L18	2	238433591	0.1349
ID_1711_RP11_16H11	8	4442368	0.0622
ID_1712_RP11_16L7	18	78102052	0.0802
ID_1713_RP11_19F9	18	37702835	0.2176
ID_1714_RP11_20A14	18	29847763	0.0676
ID_1715_RP11_24N10	15	62946617	-0.0051
ID_1716_RP11_25B14	4	115702011	-0.1224
ID_1717_RP11_25F15	3	108109300	-0.1031
ID_1718_RP11_153O16	2	34992326	0.0539
ID_1719_RP11_155G7	7	36246639	0.4382
ID_1720_RP11_157C8	4	52573117	-0.1038
ID_1721_RP11_164P12	4	151696803	-0.1794
ID_1722_RP11_165M11	3	143737345	-0.0498
ID_1723_RP11_167F22	11	74398112	-0.0388
ID_1724_RP11_171G2	17	72775422	0.0022
ID_1725_RP11_173C1	2	39016829	0.0386
ID_1726_RP11_176J16	12	44900784	-0.0288
